dependencia_original,decreto,fecha_decreto,factura,fecha_factura,modelo_original,serie_original,valor_clp,pagina_pdf,tabla,fila_tabla,id_fila,dependencia,familia,rbd,serie,observacion
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199802014,142681,43,5.0,17.0,no_habidos_43_5_17,Volcán Llaima,Samsung A8/T295,19927,358893199802014,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199802428,142681,43,5.0,18.0,no_habidos_43_5_18,Volcán Llaima,Samsung A8/T295,19927,358893199802428,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199800760,142681,43,5.0,19.0,no_habidos_43_5_19,Volcán Llaima,Samsung A8/T295,19927,358893199800760,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199810520,142681,43,5.0,20.0,no_habidos_43_5_20,Volcán Llaima,Samsung A8/T295,19927,358893199810520,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199816618,142681,43,5.0,21.0,no_habidos_43_5_21,Volcán Llaima,Samsung A8/T295,19927,358893199816618,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199808615,142681,43,5.0,22.0,no_habidos_43_5_22,Volcán Llaima,Samsung A8/T295,19927,358893199808615,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199808342,142681,43,5.0,23.0,no_habidos_43_5_23,Volcán Llaima,Samsung A8/T295,19927,358893199808342,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199810488,142681,43,5.0,24.0,no_habidos_43_5_24,Volcán Llaima,Samsung A8/T295,19927,358893199810488,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199808151,142681,43,5.0,25.0,no_habidos_43_5_25,Volcán Llaima,Samsung A8/T295,19927,358893199808151,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199811908,142681,43,5.0,26.0,no_habidos_43_5_26,Volcán Llaima,Samsung A8/T295,19927,358893199811908,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199812138,142681,43,5.0,27.0,no_habidos_43_5_27,Volcán Llaima,Samsung A8/T295,19927,358893199812138,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,355041991226262,142681,44,6.0,2.0,no_habidos_44_6_2,Volcán Llaima,Samsung A8/T295,19927,355041991226262,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,355041991234647,142681,44,6.0,3.0,no_habidos_44_6_3,Volcán Llaima,Samsung A8/T295,19927,355041991234647,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,355041991233425,142681,44,6.0,4.0,no_habidos_44_6_4,Volcán Llaima,Samsung A8/T295,19927,355041991233425,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,355041991236286,142681,44,6.0,5.0,no_habidos_44_6_5,Volcán Llaima,Samsung A8/T295,19927,355041991236286,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,355041991225652,142681,44,6.0,6.0,no_habidos_44_6_6,Volcán Llaima,Samsung A8/T295,19927,355041991225652,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,355041991226254,142681,44,6.0,7.0,no_habidos_44_6_7,Volcán Llaima,Samsung A8/T295,19927,355041991226254,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199781366,142681,44,6.0,8.0,no_habidos_44_6_8,Volcán Llaima,Samsung A8/T295,19927,358893199781366,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199785938,142681,44,6.0,9.0,no_habidos_44_6_9,Volcán Llaima,Samsung A8/T295,19927,358893199785938,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199785391,142681,44,6.0,10.0,no_habidos_44_6_10,Volcán Llaima,Samsung A8/T295,19927,358893199785391,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199788262,142681,44,6.0,11.0,no_habidos_44_6_11,Volcán Llaima,Samsung A8/T295,19927,358893199788262,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199780004,142681,44,6.0,12.0,no_habidos_44_6_12,Volcán Llaima,Samsung A8/T295,19927,358893199780004,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199782083,142681,44,6.0,13.0,no_habidos_44_6_13,Volcán Llaima,Samsung A8/T295,19927,358893199782083,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199778594,142681,44,6.0,14.0,no_habidos_44_6_14,Volcán Llaima,Samsung A8/T295,19927,358893199778594,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199787769,142681,44,6.0,15.0,no_habidos_44_6_15,Volcán Llaima,Samsung A8/T295,19927,358893199787769,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199778685,142681,44,6.0,16.0,no_habidos_44_6_16,Volcán Llaima,Samsung A8/T295,19927,358893199778685,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199802154,142681,44,6.0,17.0,no_habidos_44_6_17,Volcán Llaima,Samsung A8/T295,19927,358893199802154,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199797453,142681,44,6.0,18.0,no_habidos_44_6_18,Volcán Llaima,Samsung A8/T295,19927,358893199797453,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199797669,142681,44,6.0,19.0,no_habidos_44_6_19,Volcán Llaima,Samsung A8/T295,19927,358893199797669,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199779212,142681,44,6.0,20.0,no_habidos_44_6_20,Volcán Llaima,Samsung A8/T295,19927,358893199779212,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199779980,142681,44,6.0,21.0,no_habidos_44_6_21,Volcán Llaima,Samsung A8/T295,19927,358893199779980,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,44,6.0,22.0,no_habidos_44_6_22,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,44,6.0,23.0,no_habidos_44_6_23,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,44,6.0,24.0,no_habidos_44_6_24,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,44,6.0,25.0,no_habidos_44_6_25,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,44,6.0,26.0,no_habidos_44_6_26,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,44,6.0,27.0,no_habidos_44_6_27,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,2.0,no_habidos_45_7_2,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,3.0,no_habidos_45_7_3,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,4.0,no_habidos_45_7_4,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,5.0,no_habidos_45_7_5,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,6.0,no_habidos_45_7_6,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,7.0,no_habidos_45_7_7,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,8.0,no_habidos_45_7_8,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,9.0,no_habidos_45_7_9,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,10.0,no_habidos_45_7_10,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,11.0,no_habidos_45_7_11,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,12.0,no_habidos_45_7_12,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,13.0,no_habidos_45_7_13,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,14.0,no_habidos_45_7_14,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,15.0,no_habidos_45_7_15,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,16.0,no_habidos_45_7_16,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,17.0,no_habidos_45_7_17,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,18.0,no_habidos_45_7_18,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,19.0,no_habidos_45_7_19,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,20.0,no_habidos_45_7_20,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,21.0,no_habidos_45_7_21,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,22.0,no_habidos_45_7_22,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,23.0,no_habidos_45_7_23,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,24.0,no_habidos_45_7_24,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,25.0,no_habidos_45_7_25,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,26.0,no_habidos_45_7_26,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,45,7.0,27.0,no_habidos_45_7_27,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,2.0,no_habidos_46_8_2,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,3.0,no_habidos_46_8_3,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,4.0,no_habidos_46_8_4,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,5.0,no_habidos_46_8_5,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,6.0,no_habidos_46_8_6,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,7.0,no_habidos_46_8_7,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,8.0,no_habidos_46_8_8,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,9.0,no_habidos_46_8_9,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,10.0,no_habidos_46_8_10,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,11.0,no_habidos_46_8_11,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,12.0,no_habidos_46_8_12,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,13.0,no_habidos_46_8_13,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,14.0,no_habidos_46_8_14,Volcán Llaima,Samsung A8/T295,19927,,10.a
Escuela Volcán Llaima,207,2021-08-24,13960,2021-07-02,GALAXY TAB A8 2019 LTE/ T295 SILVER,N° serie no identificado,142681,46,8.0,15.0,no_habidos_46_8_15,Volcán Llaima,Samsung A8/T295,19927,,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199329760,142205,46,8.0,16.0,no_habidos_46_8_16,Los Andes,Samsung A8/T295,6007,358893199329760,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199796828,142205,46,8.0,17.0,no_habidos_46_8_17,Los Andes,Samsung A8/T295,6007,358893199796828,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199326774,142205,46,8.0,18.0,no_habidos_46_8_18,Los Andes,Samsung A8/T295,6007,358893199326774,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199326824,142205,46,8.0,19.0,no_habidos_46_8_19,Los Andes,Samsung A8/T295,6007,358893199326824,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199018983,142205,46,8.0,20.0,no_habidos_46_8_20,Los Andes,Samsung A8/T295,6007,358893199018983,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199329737,142205,46,8.0,21.0,no_habidos_46_8_21,Los Andes,Samsung A8/T295,6007,358893199329737,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199018843,142205,46,8.0,22.0,no_habidos_46_8_22,Los Andes,Samsung A8/T295,6007,358893199018843,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199018322,142205,46,8.0,23.0,no_habidos_46_8_23,Los Andes,Samsung A8/T295,6007,358893199018322,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199817137,142205,46,8.0,24.0,no_habidos_46_8_24,Los Andes,Samsung A8/T295,6007,358893199817137,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199815131,142205,46,8.0,25.0,no_habidos_46_8_25,Los Andes,Samsung A8/T295,6007,358893199815131,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199815149,142205,46,8.0,26.0,no_habidos_46_8_26,Los Andes,Samsung A8/T295,6007,358893199815149,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199813359,142205,46,8.0,27.0,no_habidos_46_8_27,Los Andes,Samsung A8/T295,6007,358893199813359,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199810702,142205,47,9.0,2.0,no_habidos_47_9_2,Los Andes,Samsung A8/T295,6007,358893199810702,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199809449,142205,47,9.0,3.0,no_habidos_47_9_3,Los Andes,Samsung A8/T295,6007,358893199809449,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199809126,142205,47,9.0,4.0,no_habidos_47_9_4,Los Andes,Samsung A8/T295,6007,358893199809126,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE/ T295 SILVER,358893199897057,142205,47,9.0,5.0,no_habidos_47_9_5,Los Andes,Samsung A8/T295,6007,358893199897057,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199799038,142205,47,9.0,6.0,no_habidos_47_9_6,Los Andes,Samsung A8/T295,6007,358893199799038,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199799046,142205,47,9.0,7.0,no_habidos_47_9_7,Los Andes,Samsung A8/T295,6007,358893199799046,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199799061,142205,47,9.0,8.0,no_habidos_47_9_8,Los Andes,Samsung A8/T295,6007,358893199799061,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199799103,142205,47,9.0,9.0,no_habidos_47_9_9,Los Andes,Samsung A8/T295,6007,358893199799103,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199799053,142205,47,9.0,10.0,no_habidos_47_9_10,Los Andes,Samsung A8/T295,6007,358893199799053,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199807104,142205,47,9.0,11.0,no_habidos_47_9_11,Los Andes,Samsung A8/T295,6007,358893199807104,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808409,142205,47,9.0,12.0,no_habidos_47_9_12,Los Andes,Samsung A8/T295,6007,358893199808409,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808516,142205,47,9.0,13.0,no_habidos_47_9_13,Los Andes,Samsung A8/T295,6007,358893199808516,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199808573,142205,47,9.0,14.0,no_habidos_47_9_14,Los Andes,Samsung A8/T295,6007,358893199808573,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199319126,142205,47,9.0,15.0,no_habidos_47_9_15,Los Andes,Samsung A8/T295,6007,358893199319126,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199322559,142205,47,9.0,16.0,no_habidos_47_9_16,Los Andes,Samsung A8/T295,6007,358893199322559,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199324571,142205,47,9.0,17.0,no_habidos_47_9_17,Los Andes,Samsung A8/T295,6007,358893199324571,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199325305,142205,47,9.0,18.0,no_habidos_47_9_18,Los Andes,Samsung A8/T295,6007,358893199325305,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199325560,142205,47,9.0,19.0,no_habidos_47_9_19,Los Andes,Samsung A8/T295,6007,358893199325560,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199024460,142205,47,9.0,20.0,no_habidos_47_9_20,Los Andes,Samsung A8/T295,6007,358893199024460,10.a
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,GALAXY TAB A8 2019 LTE,358893199809381,142205,47,9.0,21.0,no_habidos_47_9_21,Los Andes,Samsung A8/T295,6007,358893199809381,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2H7K,349999,47,9.0,22.0,no_habidos_47_9_22,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2H7K,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E6L12,349999,47,9.0,23.0,no_habidos_47_9_23,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E6L12,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E6J4T,349999,47,9.0,24.0,no_habidos_47_9_24,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E6J4T,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1DKAT8,349999,47,9.0,25.0,no_habidos_47_9_25,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1DKAT8,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1DPMZC,349999,47,9.0,26.0,no_habidos_47_9_26,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1DPMZC,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D3BXY,349999,47,9.0,27.0,no_habidos_47_9_27,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D3BXY,10.a
